100	365.07	241.04
200	311.035	184.52
300	293.023333333333	165.68
400	284.0175	156.26
500	278.614	150.608
600	275.011666666667	146.84
700	272.438571428571	144.148571428571
800	270.50875	142.13
900	269.007777777778	140.56
1000	267.807	139.304
1100	266.824545454545	138.276363636364
1200	266.005833333333	137.42
1300	265.313076923077	136.695384615385
1400	264.719285714286	136.074285714286
1500	264.204666666667	135.536
1600	263.754375	135.065
1700	263.357058823529	134.649411764706
1800	263.003888888889	134.28
1900	262.687894736842	133.949473684211
2000	262.4035	133.652
2100	262.14619047619	133.382857142857
2200	261.912272727273	133.138181818182
2300	261.698695652174	132.914782608696
2400	261.502916666667	132.71
2500	261.3228	132.5216
2600	261.156538461538	132.347692307692
2700	261.002592592593	132.186666666667
2800	260.859642857143	132.037142857143
2900	260.726551724138	131.897931034483
3000	260.602333333333	131.768
3100	260.486129032258	131.646451612903
3200	260.3771875	131.5325
3300	260.274848484848	131.425454545455
3400	260.178529411765	131.324705882353
3500	260.087714285714	131.229714285714
3600	260.001944444444	131.14
3700	259.920810810811	131.055135135135
3800	259.843947368421	130.974736842105
3900	259.771025641026	130.898461538462
4000	259.70175	130.826
4100	259.635853658537	130.757073170732
4200	259.573095238095	130.691428571429
4300	259.513255813953	130.628837209302
4400	259.456136363636	130.569090909091
4500	259.401555555556	130.512
4600	259.349347826087	130.457391304348
4700	259.299361702128	130.405106382979
4800	259.251458333333	130.355
4900	259.205510204082	130.30693877551
5000	259.1614	130.2608
5100	259.119019607843	130.216470588235
5200	259.078269230769	130.173846153846
5300	259.039056603774	130.132830188679
5400	259.001296296296	130.093333333333
5500	258.964909090909	130.055272727273
5600	258.929821428571	130.018571428571
5700	258.895964912281	129.983157894737
5800	258.863275862069	129.948965517241
5900	258.831694915254	129.91593220339
6000	258.801166666667	129.884
